GWA_BTC,1/1/2018,14505.89477,14505.89477,13617.45963,14092.74282,225906.2143,14103.1781,14093.73447
GWA_BTC,1/2/2018,14098.89476,15663.29999,13762.1458,15299.54748,344679.6268,14516.3702,14455.87795
GWA_BTC,1/3/2018,15282.71522,15946.08474,15211.28999,15525.38225,282855.4224,15520.37326,15520.77823
GWA_BTC,1/4/2018,15580.54456,15894.4056,15048.09445,15854.35007,343297.2589,15467.80584,15469.79685
GWA_ETH,1/1/2018,758.4599826,785.5821546,742.4016948,774.8233058,NaN,765.2228835,765.1505469
GWA_ETH,1/2/2018,775.8348087,NaN,775.8348087,886.1506761,4567657.993,881.407819,878.5644105
GWA_ETH,1/3/2018,887.2654402,976.0469905,NaN,NaN,3365800.638,904.1115677,904.9637892
GWA_ETH,1/4/2018,965.0060323,1041.855149,935.002271,981.067891,4125657.997,NaN,979.2164559
GWA_LTC,1/1/2018,231.0481099,235.84328,221.0543302,228.3856012,2578133.629,227.889026,227.9069396
GWA_LTC,1/2/2018,228.0752231,262.9024902,228.0752231,254.4243067,4633449.23,250.3688989,249.4741696
GWA_LTC,1/3/2018,254.5804353,259.8659537,246.2462392,252.4391361,12892813.68,252.7422904,252.9257731
GWA_LTC,1/4/2018,252.425448,252.425448,233.7924103,246.7278615,14246123.7,242.6884146,242.9019045
GWA_XLM,1/1/2018,0.35688653,0.52722313,0.35688653,0.47965918,1452511306,0.44842395,0.43965795
GWA_XLM,1/2/2018,0.48759526,0.59210335,0.46951313,0.55663688,1199925223,0.52685995,0.52677285
GWA_XLM,1/3/2018,0.55981243,0.92012368,0.55981243,0.8869207,1843969861,0.76575063,0.75096841
GWA_XLM,1/4/2018,0.89541366,0.93069889,0.66826629,0.71505946,1114613179,0.84883162,0.83983636
GWA_XRP,1/1/2018,2.25022238,2.35432069,2.09011613,2.35432069,813772647.2,2.20408737,2.19702306
GWA_XRP,1/2/2018,2.33034635,2.44753865,2.19269477,2.42208335,1319324490,2.31607015,2.30919898
GWA_XRP,1/3/2018,2.42861238,3.20455536,2.3964277,3.05017376,2206308588,2.80076977,2.76338276
GWA_XRP,1/4/2018,3.05576865,3.7519081,2.99778593,3.07365329,2548910635,3.44499458,3.44070557
MWA_BTC_CNY,1/1/2018,90677.95056,90677.95056,85534.21087,88091.55321,0.18948,88465.73425,88616.27255
MWA_BTC_CNY,1/2/2018,88091.55321,97483.17171,87390.95379,95646.00825,0.12581,89591.95158,89866.81586
MWA_BTC_CNY,1/3/2018,95646.00825,98548.36132,95493.36216,96417.80647,0.1986,97204.31063,97217.36197
MWA_BTC_CNY,1/4/2018,96417.80647,98105.05205,93399.423,94923.03253,0.15426,95746.42846,95656.01486
MWA_BTC_EUR,1/1/2018,11859.34613,11859.34613,11111.06892,11403.9218,14933.72806,11488.45141,11478.08058
MWA_BTC_EUR,1/2/2018,11408.20499,12709.05618,10997.91081,12373.9651,26362.58159,11757.14706,11688.25838
MWA_BTC_EUR,1/3/2018,12340.9459,12886.37421,12340.9459,12658.20762,22739.92757,12602.36592,12603.69888
MWA_BTC_EUR,1/4/2018,12710.0268,12877.9686,12190.70319,12732.01125,25993.03179,12519.43874,12522.95392
MWA_BTC_GBP,1/1/2018,10350.10827,10388.99176,9761.408787,10110.35569,743.7780479,10094.39008,10084.03017
MWA_BTC_GBP,1/2/2018,10105.09862,11173.24399,9887.965648,10935.77359,1656.468656,10512.37874,10415.69292
MWA_BTC_GBP,1/3/2018,10919.95335,11416.00236,10919.95335,11399.68744,1360.389348,11191.23317,11195.90851
MWA_BTC_GBP,1/4/2018,11451.62958,11540.20391,10901.02807,11357.42279,1714.599674,11230.33755,11234.57334
MWA_BTC_JPY,1/1/2018,1674341.453,1678567.552,1572173.898,1632657.505,68611.9465,1632994.404,1631407.66
MWA_BTC_JPY,1/2/2018,1633233.473,1755475.653,1602015.171,1729711.12,67810.12828,1655312.134,1655605.237
MWA_BTC_JPY,1/3/2018,1729806.346,1791257.162,1707837.221,1744900.707,60625.07254,1743335.574,1743588.262
MWA_BTC_JPY,1/4/2018,1750064.765,1839461.275,1750064.765,1824708.002,78034.47552,1790968.717,1791021.627
MWA_BTC_USD,1/1/2018,13897.78968,13905.54739,12990.23561,13517.34981,63577.26837,13474.22602,13465.49493
MWA_BTC_USD,1/2/2018,13514.39967,15246.74903,13082.35826,14810.70013,122693.3516,14021.94948,13917.93426
MWA_BTC_USD,1/3/2018,14782.09572,15420.92023,14632.0829,15069.81297,89107.98838,14998.7031,14999.19952
MWA_BTC_USD,1/4/2018,15109.03112,15391.04415,14337.79678,15225.26886,110191.0002,14854.90007,14860.03398
MWA_ETH_EUR,1/1/2018,638.2491282,649.4164861,623.9236604,641.3783462,58181.50575,637.0831552,637.0600245
MWA_ETH_EUR,1/2/2018,640.6322193,735.8394648,640.6322193,715.9332002,171335.7673,714.5868906,711.3868446
MWA_ETH_EUR,1/3/2018,717.9275664,793.4401088,714.9983354,789.2044573,118510.6574,740.2731459,741.879083
MWA_ETH_EUR,1/4/2018,788.3481095,835.5063724,767.8389987,794.8744563,164789.925,799.451041,797.0555402
MWA_ETH_GBP,1/1/2018,611.0801137,667.7124554,557.4759167,628.1026723,271.7781559,625.1838691,624.8736684
MWA_ETH_GBP,1/2/2018,628.1026723,726.471218,627.1084888,653.2638711,557.5043762,665.6671401,666.0052825
MWA_ETH_GBP,1/3/2018,653.1773522,792.3983734,648.4981602,738.5399093,574.0019122,684.8651826,684.4203704
MWA_ETH_GBP,1/4/2018,738.4645322,813.712311,723.6451701,783.7259188,653.5274789,763.1779141,762.1016059
MWA_ETH_JPY,1/1/2018,89170.29353,91805.27505,88037.4556,90720.34747,13308.16118,89689.06841,89671.07069
MWA_ETH_JPY,1/2/2018,90887.27918,104374.1336,90704.93546,100249.1938,11032.82107,100216.0835,100346.3015
MWA_ETH_JPY,1/3/2018,101099.5303,110524.9101,99235.10547,109403.4803,11082.48053,102840.2051,102839.9382
MWA_ETH_JPY,1/4/2018,109447.3679,119143.5773,108112.9998,113560.1113,19205.58844,112804.8737,112551.9961
MWA_ETH_USD,1/1/2018,742.4331052,766.1968593,726.6504251,755.8832876,313890.2205,746.6016315,746.6901193
MWA_ETH_USD,1/2/2018,757.8475147,874.8334199,757.8475147,861.1380476,1080163.65,851.807534,847.9458688
MWA_ETH_USD,1/3/2018,862.5693592,950.5932096,850.326783,944.8798489,851087.3282,884.7283224,884.7384951
MWA_ETH_USD,1/4/2018,940.2092905,997.6144697,906.038687,948.701298,936770.3123,949.6343002,948.1548798
MWA_LTC_EUR,1/1/2018,196.8284569,199.7612338,187.1160607,191.9138112,46623.1079,192.9859958,192.9584317
MWA_LTC_EUR,1/2/2018,191.6635359,221.6595629,191.6635359,211.144917,120640.7531,210.0972248,208.555776
MWA_LTC_EUR,1/3/2018,211.4549562,214.9948129,206.4528287,206.4528287,93370.21346,210.6026098,210.451638
MWA_LTC_EUR,1/4/2018,205.7126272,206.4507563,192.5762349,202.3194933,132790.3003,198.957289,199.0641915
MWA_LTC_GBP,1/1/2018,207.1927468,233.7235294,190.2050529,191.8498946,104.2570634,205.203258,204.4708655
MWA_LTC_GBP,1/2/2018,191.8419329,214.930351,174.0690321,209.737131,263.497289,203.7798049,204.3351338
MWA_LTC_GBP,1/3/2018,209.6641967,211.1242954,173.7968917,198.3773834,397.3336623,201.614963,201.8623724
MWA_LTC_GBP,1/4/2018,198.292739,216.1564912,157.7473051,189.568114,395.1362876,189.3605141,189.4287115
MWA_LTC_JPY,1/1/2018,27494.32951,28753.61156,26426.23823,26454.28909,1187.809,27856.57626,27635.65186
MWA_LTC_JPY,1/2/2018,26439.35765,30225.50747,26421.94991,29557.55903,1326.4897,29202.16677,29156.54837
MWA_LTC_JPY,1/3/2018,29567.05737,30477.9498,29085.5695,29159.54983,998.935,29350.4049,29334.10338
MWA_LTC_JPY,1/4/2018,29159.3156,29602.67139,28179.23998,29274.59783,37402.071,29066.2127,29012.55228
MWA_LTC_USD,1/1/2018,227.4726211,232.4754273,217.8003038,225.7884351,515242.5497,224.3152402,224.4029373
MWA_LTC_USD,1/2/2018,225.4184747,260.1614153,225.4184747,252.0442625,1296154.151,247.5337631,246.152786
MWA_LTC_USD,1/3/2018,252.0747499,256.602493,242.1835833,244.3708082,825648.5021,249.2544406,248.9211015
MWA_LTC_USD,1/4/2018,244.5871204,244.5871204,226.5138762,238.215086,1065835.358,235.3290865,235.377765
MWA_XLM_USD,1/1/2018,0.3423221,0.5063298,0.3423221,0.5063298,257455.2321,0.4404819,0.44852451
MWA_XLM_USD,1/2/2018,0.5063298,0.706906,0.501001,0.6051916,287004.3891,0.5574425,0.55530839
MWA_XLM_USD,1/3/2018,0.6051916,1.1,0.6051916,0.908462,233077.901,0.71164579,0.71636845
MWA_XLM_USD,1/4/2018,0.908462,1.5,0.8299244,0.8534416,115028.8421,0.92300152,0.92344886
MWA_XRP_CNY,1/1/2018,14.77601581,14.85967065,13.58909874,14.85524456,2630602.578,14.32141168,14.26881664
MWA_XRP_CNY,1/2/2018,14.93951718,16.04113619,14.38383824,15.74325561,3073691.451,15.10195779,15.07021371
MWA_XRP_CNY,1/3/2018,15.91330623,19.74291647,15.74450372,19.35923935,6034469.996,17.82885694,17.60754142
MWA_XRP_CNY,1/4/2018,19.44158115,24.32776465,19.25196747,20.11820468,8153493.397,21.78094827,21.730227
MWA_XRP_EUR,1/1/2018,1.68356494,1.73441516,1.55642812,1.73441516,20651554.91,1.63578875,1.6299673
MWA_XRP_EUR,1/2/2018,1.72816405,1.82227628,1.59841069,1.7999247,32508848.63,1.72795979,1.71951624
MWA_XRP_EUR,1/3/2018,1.80403775,2.40192873,1.79871411,2.28732152,74457818.13,2.12111822,2.07441689
MWA_XRP_EUR,1/4/2018,2.29004102,2.76275155,2.03369204,2.24579589,86248736.55,2.52229303,2.52254697
MWA_XRP_GBP,1/1/2018,1.68480083,1.7447676,1.56006759,1.7447676,9130.155787,1.64045958,1.63509817
MWA_XRP_GBP,1/2/2018,1.74589474,1.83538785,1.62383545,1.81427979,21565.99562,1.7443547,1.72782157
MWA_XRP_GBP,1/3/2018,1.7489795,2.39898274,1.7489795,2.18534079,27909.33125,2.06927138,2.06392804
MWA_XRP_GBP,1/4/2018,2.18730768,2.77857927,2.17540396,2.29216044,22034.23422,2.53587914,2.54122357
MWA_XRP_JPY,1/1/2018,244.1374937,247.7286122,221.5950524,247.7286122,6042499.198,237.9827262,235.8989089
MWA_XRP_JPY,1/2/2018,241.6699105,263.2157334,236.3235026,258.5783038,9909328.27,248.3798913,247.3806769
MWA_XRP_JPY,1/3/2018,257.3009033,328.8693439,256.1112391,319.0427758,19536994.14,294.4267566,289.8664661
MWA_XRP_JPY,1/4/2018,325.8006935,396.1501862,322.3699465,334.2178571,26110442.77,370.9609536,370.3304344
MWA_XRP_USD,1/1/2018,1.98500081,2.08878428,1.84221457,2.08878428,99442826.36,1.9443835,1.93730738
MWA_XRP_USD,1/2/2018,2.08322843,2.19251609,1.92875813,2.18710808,178853270.2,2.07460182,2.06617109
MWA_XRP_USD,1/3/2018,2.19550712,2.84541595,2.17147227,2.71862513,358934587.5,2.51361422,2.47044324
MWA_XRP_USD,1/4/2018,2.73409039,3.28633021,2.60749131,2.74479463,464964499.1,3.00602632,3.00361709
